rowid,product_id,customer_id,price,quantity,timestamp,total_sales
247,8098,68063,1200,4,2017-11-22 03:55:46,4800
248,7875,21151,3267,3,2017-11-22 03:55:47,9801
249,8947,28878,1817,2,2017-11-22 03:55:48,3634
250,7053,4502,563,4,2017-11-22 03:55:49,2252
251,5799,34108,4624,4,2017-11-22 03:55:50,18496
252,7237,33307,2151,5,2017-11-22 03:55:51,10755
253,5957,16471,4663,3,2017-11-22 03:55:52,13989
254,8750,76485,712,2,2017-11-22 03:55:53,1424
256,7841,69401,4545,4,2017-11-22 03:55:55,18180
257,6665,37102,4821,3,2017-11-22 03:55:56,14463
258,5758,9175,326,5,2017-11-22 03:55:57,1630
259,7374,89194,3492,1,2017-11-22 03:55:58,3492
260,8913,48238,4189,5,2017-11-22 03:55:59,20945
261,7390,84111,3193,1,2017-11-22 03:56:00,3193
262,8605,2959,2233,2,2017-11-22 03:56:01,4466
263,7131,2023,1400,5,2017-11-22 03:56:02,7000
264,7415,63973,814,2,2017-11-22 03:56:03,1628
265,6907,34907,3020,4,2017-11-22 03:56:04,12080
266,6363,70848,3671,3,2017-11-22 03:56:05,11013
267,5997,39909,2555,1,2017-11-22 03:56:06,2555
268,8360,66480,1353,3,2017-11-22 03:56:07,4059
269,8343,15382,1100,5,2017-11-22 03:56:08,5500
270,8718,28858,1821,4,2017-11-22 03:56:09,7284
271,6387,82800,3975,2,2017-11-22 03:56:10,7950
272,8578,75377,2926,3,2017-11-22 03:56:11,8778
273,6727,50716,4579,2,2017-11-22 03:56:12,9158
275,5670,34560,2504,1,2017-11-22 03:56:14,2504
276,7206,71284,4486,1,2017-11-22 03:56:15,4486
277,8988,53867,2606,4,2017-11-22 03:56:16,10424
278,7990,70827,3360,3,2017-11-22 03:56:17,10080
279,5623,46497,804,2,2017-11-22 03:56:18,1608
280,8484,8603,4634,2,2017-11-22 03:56:19,9268
281,7794,48959,2716,4,2017-11-22 03:56:20,10864
282,8614,71827,3622,3,2017-11-22 03:56:21,10866
283,6552,81656,4382,3,2017-11-22 03:56:22,13146
284,6368,31860,1036,1,2017-11-22 03:56:23,1036
285,8037,12609,1704,5,2017-11-22 03:56:24,8520
286,7790,57923,2075,1,2017-11-22 03:56:25,2075
287,8431,9300,4232,4,2017-11-22 03:56:26,16928
288,8632,62904,2432,1,2017-11-22 03:56:27,2432
290,8930,55670,4329,2,2017-11-22 03:56:29,8658
291,6625,32062,4920,4,2017-11-22 03:56:30,19680
292,8818,26865,1065,5,2017-11-22 03:56:31,5325
293,6732,6459,4447,2,2017-11-22 03:56:32,8894
294,8145,64001,4860,1,2017-11-22 03:56:33,4860
295,6670,72987,3755,3,2017-11-22 03:56:34,11265
297,8570,45546,2957,5,2017-11-22 03:56:36,14785
298,8810,42692,1377,4,2017-11-22 03:56:37,5508
299,6922,41511,3487,5,2017-11-22 03:56:38,17435
300,6475,64674,776,3,2017-11-22 03:56:39,2328
301,8485,6030,1769,1,2017-11-22 03:56:40,1769
302,8727,15856,1902,2,2017-11-22 03:56:41,3804
303,7706,51080,1467,5,2017-11-22 03:56:42,7335
304,7441,19656,4427,1,2017-11-22 03:56:43,4427
305,8303,31536,4297,2,2017-11-22 03:56:44,8594
306,5822,61397,4211,5,2017-11-22 03:56:45,21055
307,8838,64577,4229,4,2017-11-22 03:56:46,16916
308,7077,68393,1792,5,2017-11-22 03:56:47,8960
309,8196,38402,4389,2,2017-11-22 03:56:48,8778
310,6513,89184,3493,2,2017-11-22 03:56:49,6986
311,8727,71881,1902,4,2017-11-22 03:56:50,7608
312,7843,62057,1056,5,2017-11-22 03:56:51,5280
313,8023,45301,3335,3,2017-11-22 03:56:52,10005
314,8681,7991,4488,4,2017-11-22 03:56:53,17952
315,8251,26365,3772,3,2017-11-22 03:56:54,11316
316,6770,31213,1226,4,2017-11-22 03:56:55,4904
317,7313,75154,1059,5,2017-11-22 03:56:56,5295
318,7006,28924,3877,4,2017-11-22 03:56:57,15508
319,6655,53573,584,3,2017-11-22 03:56:58,1752
320,7232,44360,3797,1,2017-11-22 03:56:59,3797
321,8172,10471,1608,3,2017-11-22 03:57:00,4824
322,7505,2712,3577,3,2017-11-22 03:57:01,10731
323,5705,30327,2192,5,2017-11-22 03:57:02,10960
324,5674,84667,1349,2,2017-11-22 03:57:03,2698
325,6985,11834,2823,3,2017-11-22 03:57:04,8469
326,6366,72004,765,3,2017-11-22 03:57:05,2295
327,6306,79957,938,3,2017-11-22 03:57:06,2814
329,8053,26779,4684,3,2017-11-22 03:57:08,14052
330,8153,12366,215,5,2017-11-22 03:57:09,1075
331,6832,43665,1703,1,2017-11-22 03:57:10,1703
332,7967,46017,1354,3,2017-11-22 03:57:11,4062
333,5973,9344,1216,3,2017-11-22 03:57:12,3648
334,8404,5419,1610,2,2017-11-22 03:57:13,3220
335,7097,77398,2433,1,2017-11-22 03:57:14,2433
337,6459,47294,4730,2,2017-11-22 03:57:16,9460
339,8768,19248,4420,4,2017-11-22 03:57:18,17680
340,8479,45339,3018,5,2017-11-22 03:57:19,15090
342,7912,34774,2670,5,2017-11-22 03:57:21,13350
344,6489,15093,3698,5,2017-11-22 03:57:23,18490
345,6847,55175,1821,4,2017-11-22 03:57:24,7284
346,8469,25596,4288,1,2017-11-22 03:57:25,4288
347,7278,61142,3705,1,2017-11-22 03:57:26,3705
348,8031,38608,1480,2,2017-11-22 03:57:27,2960
349,7132,70103,4288,5,2017-11-22 03:57:28,21440
350,8457,999,4154,5,2017-11-22 03:57:29,20770
351,8604,58850,619,3,2017-11-22 03:57:30,1857
352,5771,76439,2740,2,2017-11-22 03:57:31,5480
353,5914,62787,764,4,2017-11-22 03:57:32,3056
354,7075,27696,279,5,2017-11-22 03:57:33,1395
355,7097,63374,2433,1,2017-11-22 03:57:34,2433
356,5903,26121,1890,3,2017-11-22 03:57:35,5670
357,8674,35504,4642,3,2017-11-22 03:57:36,13926
358,8700,40177,724,4,2017-11-22 03:57:37,2896
359,7014,25205,1039,3,2017-11-22 03:57:38,3117
360,7125,12022,3670,2,2017-11-22 03:57:39,7340
361,7603,25672,2512,4,2017-11-22 03:57:40,10048
362,7628,62551,3360,3,2017-11-22 03:57:41,10080
363,7863,31911,2609,3,2017-11-22 03:57:42,7827
364,7115,67838,3987,4,2017-11-22 03:57:43,15948
365,7678,31679,3075,5,2017-11-22 03:57:44,15375
366,8169,36873,2968,3,2017-11-22 03:57:45,8904
367,6261,55721,1936,3,2017-11-22 03:57:46,5808
368,7263,12354,1773,4,2017-11-22 03:57:47,7092
369,8586,7931,2690,4,2017-11-22 03:57:48,10760
370,6732,53403,4447,1,2017-11-22 03:57:49,4447
371,8818,48257,1065,1,2017-11-22 03:57:50,1065
372,5997,69694,2555,2,2017-11-22 03:57:51,5110
373,8043,28091,4037,3,2017-11-22 03:57:52,12111
374,6747,51749,4242,5,2017-11-22 03:57:53,21210
375,8838,10390,4229,5,2017-11-22 03:57:54,21145
376,5908,28586,4693,4,2017-11-22 03:57:55,18772
377,7740,39717,736,3,2017-11-22 03:57:56,2208
378,7955,2084,3139,3,2017-11-22 03:57:57,9417
379,6008,20675,927,3,2017-11-22 03:57:58,2781
380,7934,53883,378,5,2017-11-22 03:57:59,1890
381,8716,30203,1163,2,2017-11-22 03:58:00,2326
383,8795,34945,3703,2,2017-11-22 03:58:02,7406
384,7145,25980,2985,1,2017-11-22 03:58:03,2985
385,6662,66039,2585,4,2017-11-22 03:58:04,10340
386,8653,50873,3095,1,2017-11-22 03:58:05,3095
387,8144,32510,3799,4,2017-11-22 03:58:06,15196
388,8266,44300,4421,4,2017-11-22 03:58:07,17684
389,5945,63853,3378,3,2017-11-22 03:58:08,10134
390,8873,51786,1326,3,2017-11-22 03:58:09,3978
391,8150,10343,3149,1,2017-11-22 03:58:10,3149
392,5980,54076,3621,2,2017-11-22 03:58:11,7242
393,8380,19554,2055,5,2017-11-22 03:58:12,10275
394,6975,87221,1065,1,2017-11-22 03:58:13,1065
395,8868,56619,1141,2,2017-11-22 03:58:14,2282
396,5771,41090,2740,1,2017-11-22 03:58:15,2740
397,8786,49485,4186,2,2017-11-22 03:58:16,8372
398,8603,89118,3823,5,2017-11-22 03:58:17,19115
399,5964,67115,918,4,2017-11-22 03:58:18,3672
400,6190,54548,4727,1,2017-11-22 03:58:19,4727
401,6461,86930,1719,4,2017-11-22 03:58:20,6876
402,7875,39321,3267,5,2017-11-22 03:58:21,16335
405,8256,25908,3498,3,2017-11-22 03:58:24,10494
406,6599,40017,4910,5,2017-11-22 03:58:25,24550
407,8617,49748,2518,1,2017-11-22 03:58:26,2518
408,8122,79987,3812,2,2017-11-22 03:58:27,7624
409,7105,53915,3693,2,2017-11-22 03:58:28,7386
410,5618,45331,1932,5,2017-11-22 03:58:29,9660
413,6666,49503,1341,3,2017-11-22 03:58:32,4023
414,8680,51501,1568,4,2017-11-22 03:58:33,6272
416,5649,54013,799,5,2017-11-22 03:58:35,3995
417,6745,48205,3517,3,2017-11-22 03:58:36,10551
419,6474,40760,1827,4,2017-11-22 03:58:38,7308
421,7757,75365,3076,5,2017-11-22 03:58:40,15380
422,7155,59540,1666,3,2017-11-22 03:58:41,4998
423,8966,52060,1730,3,2017-11-22 03:58:42,5190
424,8055,58309,4194,1,2017-11-22 03:58:43,4194
425,6023,25935,1448,1,2017-11-22 03:58:44,1448
426,6788,68123,792,2,2017-11-22 03:58:45,1584
427,8302,52493,880,2,2017-11-22 03:58:46,1760
428,6090,59869,3673,4,2017-11-22 03:58:47,14692
429,8001,7907,4125,2,2017-11-22 03:58:48,8250
430,5966,57858,4998,1,2017-11-22 03:58:49,4998
431,7832,62549,2278,1,2017-11-22 03:58:50,2278
432,8947,12637,1817,5,2017-11-22 03:58:51,9085
433,8293,20255,1146,4,2017-11-22 03:58:52,4584
434,8651,4215,3936,3,2017-11-22 03:58:53,11808
435,5916,34514,1412,5,2017-11-22 03:58:54,7060
436,6501,8423,3095,1,2017-11-22 03:58:55,3095
437,8618,11104,3710,1,2017-11-22 03:58:56,3710
438,7617,81757,3834,4,2017-11-22 03:58:57,15336
439,7325,34751,2637,5,2017-11-22 03:58:58,13185
440,6782,7521,2732,3,2017-11-22 03:58:59,8196
441,8961,26905,3819,1,2017-11-22 03:59:00,3819
442,5903,52861,1890,4,2017-11-22 03:59:01,7560
443,7413,61449,2466,3,2017-11-22 03:59:02,7398
444,6687,84546,450,4,2017-11-22 03:59:03,1800
445,7198,86484,373,5,2017-11-22 03:59:04,1865
446,5627,9163,3438,3,2017-11-22 03:59:05,10314
447,6098,35968,3487,2,2017-11-22 03:59:06,6974
448,7579,78813,1122,4,2017-11-22 03:59:07,4488
449,7502,73515,3128,3,2017-11-22 03:59:08,9384
451,5772,1684,3406,1,2017-11-22 03:59:10,3406
452,7882,17256,1264,5,2017-11-22 03:59:11,6320
453,6823,9322,2489,2,2017-11-22 03:59:12,4978
454,5945,81126,3378,3,2017-11-22 03:59:13,10134
455,8615,77135,1349,2,2017-11-22 03:59:14,2698
456,7389,14979,3255,2,2017-11-22 03:59:15,6510
457,7174,3595,3718,4,2017-11-22 03:59:16,14872
459,7577,17786,631,5,2017-11-22 03:59:18,3155
460,5985,71,2417,4,2017-11-22 03:59:19,9668
461,7208,12866,1424,4,2017-11-22 03:59:20,5696
462,7333,8783,1022,2,2017-11-22 03:59:21,2044
463,8442,32011,700,2,2017-11-22 03:59:22,1400
464,6053,52915,3942,1,2017-11-22 03:59:23,3942
465,6266,73834,3523,3,2017-11-22 03:59:24,10569
466,6314,43950,4596,2,2017-11-22 03:59:25,9192
467,8207,71945,4664,4,2017-11-22 03:59:26,18656
469,8582,76975,4279,3,2017-11-22 03:59:28,12837
471,7348,10685,3009,5,2017-11-22 03:59:30,15045
472,7812,82757,448,4,2017-11-22 03:59:31,1792
473,8804,80187,3272,3,2017-11-22 03:59:32,9816
474,7696,2162,2753,3,2017-11-22 03:59:33,8259
475,7667,37089,4349,5,2017-11-22 03:59:34,21745
476,5835,20155,1502,3,2017-11-22 03:59:35,4506
477,7208,59925,1424,4,2017-11-22 03:59:36,5696
478,8404,55008,1610,3,2017-11-22 03:59:37,4830
479,8176,76438,2563,5,2017-11-22 03:59:38,12815
480,7261,5872,1071,2,2017-11-22 03:59:39,2142
481,6461,59740,1719,2,2017-11-22 03:59:40,3438
482,5781,19910,3462,1,2017-11-22 03:59:41,3462
483,8697,88116,4743,5,2017-11-22 03:59:42,23715
484,6643,75749,4172,5,2017-11-22 03:59:43,20860
485,6415,24026,4572,3,2017-11-22 03:59:44,13716
486,8136,44377,2242,5,2017-11-22 03:59:45,11210
487,5773,23699,854,5,2017-11-22 03:59:46,4270
488,7118,12879,4452,2,2017-11-22 03:59:47,8904
489,7572,23093,1786,5,2017-11-22 03:59:48,8930
490,7426,30068,2969,2,2017-11-22 03:59:49,5938
491,7949,25094,4503,1,2017-11-22 03:59:50,4503
492,8914,21361,3386,2,2017-11-22 03:59:51,6772
493,6051,83295,451,5,2017-11-22 03:59:52,2255
494,7009,41192,1270,1,2017-11-22 03:59:53,1270
495,6204,32796,3510,2,2017-11-22 03:59:54,7020
496,7631,59182,4325,2,2017-11-22 03:59:55,8650
497,6703,63644,4189,1,2017-11-22 03:59:56,4189
499,7142,78221,2764,1,2017-11-22 03:59:58,2764
500,7458,70448,840,3,2017-11-22 03:59:59,2520
501,7516,87082,1539,2,2017-11-22 04:00:00,3078
502,8715,23120,1826,4,2017-11-22 04:00:01,7304
503,7937,83093,2340,4,2017-11-22 04:00:02,9360
504,7014,83476,1039,3,2017-11-22 04:00:03,3117
505,5876,82139,4832,3,2017-11-22 04:00:04,14496
506,8569,48205,1309,5,2017-11-22 04:00:05,6545
507,5917,80022,4425,3,2017-11-22 04:00:06,13275
508,7937,65839,2340,3,2017-11-22 04:00:07,7020
509,7552,33735,590,4,2017-11-22 04:00:08,2360
510,6319,63717,3218,5,2017-11-22 04:00:09,16090
511,7240,73458,2832,5,2017-11-22 04:00:10,14160
512,7568,83025,2913,4,2017-11-22 04:00:11,11652
513,6518,38454,3017,1,2017-11-22 04:00:12,3017
514,6134,42112,4800,2,2017-11-22 04:00:13,9600
515,8506,6190,4625,2,2017-11-22 04:00:14,9250
516,5720,10949,3841,1,2017-11-22 04:00:15,3841
517,6733,15873,1643,5,2017-11-22 04:00:16,8215
518,7061,11868,3421,2,2017-11-22 04:00:17,6842
519,5731,46507,723,2,2017-11-22 04:00:18,1446
520,7826,17400,3200,1,2017-11-22 04:00:19,3200
521,8686,75490,650,2,2017-11-22 04:00:20,1300
522,5968,46539,4375,3,2017-11-22 04:00:21,13125
523,8955,3442,1486,3,2017-11-22 04:00:22,4458
524,6137,70443,4523,3,2017-11-22 04:00:23,13569
525,6882,87506,1947,3,2017-11-22 04:00:24,5841
526,8841,63711,1212,2,2017-11-22 04:00:25,2424
527,7002,39702,2995,5,2017-11-22 04:00:26,14975
528,6514,18054,3396,2,2017-11-22 04:00:27,6792
529,7506,56839,3589,5,2017-11-22 04:00:28,17945
530,7512,12350,4871,2,2017-11-22 04:00:29,9742
531,7098,5528,1177,2,2017-11-22 04:00:30,2354
532,7682,4086,4197,5,2017-11-22 04:00:31,20985
533,7621,42875,1880,2,2017-11-22 04:00:32,3760
534,8217,43696,3270,1,2017-11-22 04:00:33,3270
536,7860,43364,1771,1,2017-11-22 04:00:35,1771
537,7326,70479,845,5,2017-11-22 04:00:36,4225
538,7614,40590,3465,5,2017-11-22 04:00:37,17325
539,8476,63232,3712,5,2017-11-22 04:00:38,18560
540,7158,49025,1549,5,2017-11-22 04:00:39,7745
541,8291,37123,3735,5,2017-11-22 04:00:40,18675
542,7188,61510,957,2,2017-11-22 04:00:41,1914
543,7607,33325,489,4,2017-11-22 04:00:42,1956
544,6829,32351,4279,2,2017-11-22 04:00:43,8558
545,7617,36585,3834,1,2017-11-22 04:00:44,3834
546,7874,37459,1484,3,2017-11-22 04:00:45,4452
547,7045,62129,2157,5,2017-11-22 04:00:46,10785
548,5902,35059,2830,2,2017-11-22 04:00:47,5660
549,6465,60454,3789,4,2017-11-22 04:00:48,15156
550,7841,18261,4545,5,2017-11-22 04:00:49,22725
551,6540,79273,2847,1,2017-11-22 04:00:50,2847
552,8620,79098,1772,5,2017-11-22 04:00:51,8860
553,8830,65528,1702,5,2017-11-22 04:00:52,8510
554,8251,86648,3772,5,2017-11-22 04:00:53,18860
555,6936,60460,4866,5,2017-11-22 04:00:54,24330
556,7520,25461,3564,4,2017-11-22 04:00:55,14256
557,8372,57496,1881,3,2017-11-22 04:00:56,5643
558,8322,22760,4731,5,2017-11-22 04:00:57,23655
559,8744,3139,2882,2,2017-11-22 04:00:58,5764
560,7400,30035,2158,4,2017-11-22 04:00:59,8632
561,7349,82551,3104,2,2017-11-22 04:01:00,6208
563,8700,40655,724,2,2017-11-22 04:01:02,1448
564,7054,34444,2220,5,2017-11-22 04:01:03,11100
565,5728,60081,4686,1,2017-11-22 04:01:04,4686
566,8356,41491,4588,4,2017-11-22 04:01:05,18352
567,7435,572,4159,4,2017-11-22 04:01:06,16636
568,8464,8360,4516,5,2017-11-22 04:01:07,22580
569,5911,26620,835,4,2017-11-22 04:01:08,3340
570,6428,26703,2240,4,2017-11-22 04:01:09,8960
571,7145,61494,2985,5,2017-11-22 04:01:10,14925
572,6910,23853,2434,5,2017-11-22 04:01:11,12170
573,6418,25205,3219,2,2017-11-22 04:01:12,6438
574,7013,78328,3384,1,2017-11-22 04:01:13,3384
575,8187,26499,4053,3,2017-11-22 04:01:14,12159
576,7190,52582,2389,3,2017-11-22 04:01:15,7167
577,8916,41956,479,5,2017-11-22 04:01:16,2395
578,7852,29561,3612,1,2017-11-22 04:01:17,3612
579,7596,28430,4210,1,2017-11-22 04:01:18,4210
580,7006,7110,3877,2,2017-11-22 04:01:19,7754
581,6326,25824,4904,1,2017-11-22 04:01:20,4904
583,7152,16323,344,5,2017-11-22 04:01:22,1720
584,8538,40456,1747,5,2017-11-22 04:01:23,8735
585,5703,84826,2717,1,2017-11-22 04:01:24,2717
586,8262,16048,641,4,2017-11-22 04:01:25,2564
587,8528,30451,3460,2,2017-11-22 04:01:26,6920
588,6323,63126,2511,2,2017-11-22 04:01:27,5022
589,6387,63793,3975,2,2017-11-22 04:01:28,7950
590,6948,78285,4924,4,2017-11-22 04:01:29,19696
591,6174,76600,3641,3,2017-11-22 04:01:30,10923
592,6607,54740,4733,1,2017-11-22 04:01:31,4733
593,7145,9976,2985,4,2017-11-22 04:01:32,11940
594,7739,15306,2531,1,2017-11-22 04:01:33,2531
595,7680,76472,2721,2,2017-11-22 04:01:34,5442
596,7525,29802,1667,5,2017-11-22 04:01:35,8335
597,7556,5046,2083,3,2017-11-22 04:01:36,6249
598,6418,88173,3219,4,2017-11-22 04:01:37,12876
599,5798,27946,1200,2,2017-11-22 04:01:38,2400
600,5925,80160,1170,1,2017-11-22 04:01:39,1170
601,5908,43671,4693,5,2017-11-22 04:01:40,23465
602,7603,69009,2512,4,2017-11-22 04:01:41,10048
603,8236,8078,2008,4,2017-11-22 04:01:42,8032
604,7882,83229,1264,2,2017-11-22 04:01:43,2528
605,6208,45005,2135,2,2017-11-22 04:01:44,4270
606,7854,7614,2459,1,2017-11-22 04:01:45,2459
607,6591,28921,3421,3,2017-11-22 04:01:46,10263
608,8578,81702,2926,2,2017-11-22 04:01:47,5852
609,8402,86432,3462,3,2017-11-22 04:01:48,10386
610,8398,9591,2888,5,2017-11-22 04:01:49,14440
611,8366,12267,2429,5,2017-11-22 04:01:50,12145
612,7564,31707,1273,3,2017-11-22 04:01:51,3819
613,8094,3910,1270,4,2017-11-22 04:01:52,5080
614,6392,38337,3673,1,2017-11-22 04:01:53,3673
615,7344,67240,2263,1,2017-11-22 04:01:54,2263
616,8254,85958,3109,1,2017-11-22 04:01:55,3109
617,8639,44199,2237,1,2017-11-22 04:01:56,2237
618,8331,68798,522,5,2017-11-22 04:01:57,2610
619,8612,62943,2929,3,2017-11-22 04:01:58,8787
620,7209,9599,1474,4,2017-11-22 04:01:59,5896
621,7680,25515,2721,2,2017-11-22 04:02:00,5442
622,8074,18319,4456,1,2017-11-22 04:02:01,4456
623,7318,12660,2399,5,2017-11-22 04:02:02,11995
624,8114,36469,4641,3,2017-11-22 04:02:03,13923
625,6305,53601,3478,4,2017-11-22 04:02:04,13912
626,6882,47876,1947,5,2017-11-22 04:02:05,9735
